Time,tp
2018-09-01 06:00:00,0.02503891
2018-10-01 06:00:00,0.044584848
2018-11-01 06:00:00,0.06707936
2018-12-01 06:00:00,0.042984392
2019-01-01 06:00:00,0.030620877
2019-02-01 06:00:00,0.013046272
2019-03-01 06:00:00,0.031418614
2019-04-01 06:00:00,0.06636734
2019-05-01 06:00:00,0.07465306
2019-06-01 06:00:00,0.048104856
2019-07-01 06:00:00,0.019839477
2019-08-01 06:00:00,0.041049954
2019-09-01 06:00:00,0.039244268
2019-10-01 06:00:00,0.048275568
2019-11-01 06:00:00,0.04243317
2019-12-01 06:00:00,0.042009182
2020-01-01 06:00:00,0.018496715
2020-02-01 06:00:00,0.04047461
2020-03-01 06:00:00,0.042658046
2020-04-01 06:00:00,0.04672623
2020-05-01 06:00:00,0.06995239
2020-06-01 06:00:00,0.04928474
2020-07-01 06:00:00,0.036386676
2020-08-01 06:00:00,0.04306755
2020-09-01 06:00:00,0.05239391
2020-10-01 06:00:00,0.0379138
2020-11-01 06:00:00,0.04276791
2020-12-01 06:00:00,0.029038284
2021-01-01 06:00:00,0.018416252
2021-02-01 06:00:00,0.010368902
2021-03-01 06:00:00,0.041965775
2021-04-01 06:00:00,0.0633606
2021-05-01 06:00:00,0.056498144
2021-06-01 06:00:00,0.017893933
2021-07-01 06:00:00,0.019130707
2021-08-01 06:00:00,0.020134732
2021-09-01 06:00:00,0.04828205
2021-10-01 06:00:00,0.06534919
2021-11-01 06:00:00,0.039741985
2021-12-01 06:00:00,0.054339033
2022-01-01 06:00:00,0.009146884
2022-02-01 06:00:00,0.010330267
2022-03-01 06:00:00,0.03833027
2022-04-01 06:00:00,0.038183786
2022-05-01 06:00:00,0.053868867
2022-06-01 06:00:00,0.024757195
2022-07-01 06:00:00,0.007881904
2022-08-01 06:00:00,0.025472831
2022-09-01 06:00:00,0.035211373
2022-10-01 06:00:00,0.026810262
2022-11-01 06:00:00,0.038162425
2022-12-01 06:00:00,0.031954512
2023-01-01 06:00:00,0.011310652
2023-02-01 06:00:00,0.015323989
2023-03-01 06:00:00,0.027497824
2023-04-01 06:00:00,0.045970157
2023-05-01 06:00:00,0.049103547
2023-06-01 06:00:00,0.047326278
2023-07-01 06:00:00,0.013844203
2023-08-01 06:00:00,0.03136158
2023-09-01 06:00:00,0.048171997
2023-10-01 06:00:00,0.039408494
2023-11-01 06:00:00,0.046792224
2023-12-01 06:00:00,0.048217047
2024-01-01 06:00:00,0.008332036
2024-02-01 06:00:00,0.022515543
2024-03-01 06:00:00,0.047653202
2024-04-01 06:00:00,0.055766106
2024-05-01 06:00:00,0.069683075
2024-06-01 06:00:00,0.047079086
2024-07-01 06:00:00,0.034627337
2024-08-01 06:00:00,0.048363112
2024-09-01 06:00:00,0.04382839
2024-10-01 06:00:00,0.047568895
2024-11-01 06:00:00,0.04656868
2024-12-01 06:00:00,0.027875014
